name,초중고,설립년도,설립형태,소재지도로명주소,시도교육청,교육지원청,위도,경도
인천서창초등학교,초등학교,2004,공립,인천광역시 남동구 장아산로174번길 8,인천광역시교육청,인천광역시동부교육지원청,37.43592687,126.7500721
사곡고등학교,고등학교,2004,공립,경상북도 구미시 박정희로 195,경상북도교육청,경상북도구미교육지원청,36.09685606,128.352797
팔달초등학교,초등학교,2004,공립,경기도 수원시 팔달구 권광로367번길 22,경기도교육청,경기도수원교육지원청,37.279481,127.0357442
구성고등학교,고등학교,2004,공립,경기도 용인시 기흥구 연원로42번길 47,경기도교육청,경기도용인교육지원청,37.29914483,127.1156348
인천봉화초등학교,초등학교,2004,공립,인천광역시 서구 건지로250번길 43,인천광역시교육청,인천광역시서부교육지원청,37.49535502,126.6703195
인천예일중학교,중학교,2004,공립,인천광역시 계양구 장제로995번길 39,인천광역시교육청,인천광역시서부교육지원청,37.55460621,126.7405362
도봉초등학교,초등학교,2004,공립,경상북도 구미시 도봉로 47,경상북도교육청,경상북도구미교육지원청,36.14222705,128.3169424
부개고등학교,고등학교,2004,공립,인천광역시 부평구 수변로57번길 36,인천광역시교육청,인천광역시북부교육지원청,37.49221895,126.7380466
화성벌말초등학교,초등학교,2004,공립,경기도 화성시 떡전골로 34,경기도교육청,경기도화성오산교육지원청,37.2025813,127.0379586
갈곡초등학교,초등학교,2004,공립,경기도 용인시 기흥구 강남동로 61,경기도교육청,경기도용인교육지원청,37.2712833,127.1332521
선주고등학교,고등학교,2004,공립,경상북도 구미시 야은로13길 13,경상북도교육청,경상북도구미교육지원청,36.14176382,128.3122513
용인둔전초등학교,초등학교,2004,공립,경기도 용인시 처인구 포곡읍 포곡로118번길 61,경기도교육청,경기도용인교육지원청,37.26873077,127.2252393
용인대덕중학교,중학교,2004,공립,경기도 용인시 수지구 죽전로293번길 12,경기도교육청,경기도용인교육지원청,37.33674759,127.1276076
인천새말초등학교,초등학교,2004,공립,인천광역시 남동구 만수로50번길 12,인천광역시교육청,인천광역시동부교육지원청,37.45985909,126.7338477
인천진산초등학교,초등학교,2004,공립,인천광역시 부평구 굴포로 194-10,인천광역시교육청,인천광역시북부교육지원청,37.51294482,126.7416908
용인신촌초등학교,초등학교,2004,공립,경기도 용인시 수지구 죽전로27번길 14-19,경기도교육청,경기도용인교육지원청,37.32314253,127.1136656
인주중학교,중학교,2004,공립,인천광역시 미추홀구 매소홀로 335,인천광역시교육청,인천광역시남부교육지원청,37.442798,126.6598715
기산초등학교,초등학교,2004,공립,경기도 화성시 동탄지성로 344,경기도교육청,경기도화성오산교육지원청,37.22460078,127.0507334
두레자연중학교,중학교,2004,사립,경기도 화성시 우정읍 두레길 42,경기도교육청,경기도화성오산교육지원청,37.05935325,126.7957492
포항장성고등학교,고등학교,2004,공립,경상북도 포항시 북구 법원로 117,경상북도교육청,경상북도포항교육지원청,36.08583211,129.384586
작전중학교,중학교,2004,공립,인천광역시 계양구 주부토로448번길 16,인천광역시교육청,인천광역시서부교육지원청,37.5335682,126.7294678
홍천중학교,중학교,2004,공립,경기도 용인시 수지구 신봉1로71번길 36,경기도교육청,경기도용인교육지원청,37.32110222,127.0764753
옥련여자고등학교,고등학교,2004,공립,인천광역시 연수구 옥골로 77,인천광역시교육청,인천광역시동부교육지원청,37.43190903,126.6488476
손곡중학교,중학교,2004,공립,경기도 용인시 수지구 수풍로116번길 5,경기도교육청,경기도용인교육지원청,37.33485587,127.0942612
인천예일고등학교,고등학교,2004,공립,인천광역시 계양구 박촌로 23,인천광역시교육청,인천광역시서부교육지원청,37.55422032,126.7418712
신현고등학교,고등학교,2004,공립, 중랑구 봉화산로 174,서울특별시교육청,서울특별시동부교육지원청,37.60524905,127.0929499
등촌고등학교,고등학교,2004,공립, 강서구 공항대로39길 115,서울특별시교육청,서울특별시강서양천교육지원청,37.56294522,126.8450461
도봉고등학교,고등학교,2004,공립, 도봉구 도봉산길 27,서울특별시교육청,서울특별시북부교육지원청,37.68675501,127.0425784
자운고등학교,고등학교,2004,공립, 도봉구 노해로69길 150,서울특별시교육청,서울특별시북부교육지원청,37.65902067,127.0506763
현암초등학교,초등학교,2004,공립,경기도 용인시 수지구 대지로 146,경기도교육청,경기도용인교육지원청,37.32881299,127.1247628
인천은지초등학교,초등학교,2004,공립,인천광역시 서구 승학로572번길 22,인천광역시교육청,인천광역시서부교육지원청,37.56470084,126.6849902
인천굴포초등학교,초등학교,2004,공립,인천광역시 부평구 충선로234번길 19,인천광역시교육청,인천광역시북부교육지원청,37.51102652,126.7369232
서산석림초등학교,초등학교,2004,공립,충청남도 서산시 동서1로 41-6,충청남도교육청,충청남도서산교육지원청,36.76987632,126.4653595
성남정자초등학교,초등학교,2004,공립,경기도 성남시 분당구 분당수서로 442,경기도교육청,경기도성남교육지원청,37.37451655,127.1049139
안화초등학교,초등학교,2004,공립,경기도 화성시 병점3로 132-5,경기도교육청,경기도화성오산교육지원청,37.21284997,127.0473692
선주중학교,중학교,2004,공립,경상북도 구미시 야은로13길 27,경상북도교육청,경상북도구미교육지원청,36.14257948,128.3132347
진평초등학교,초등학교,2004,공립,경상북도 구미시 인동30길 53,경상북도교육청,경상북도구미교육지원청,36.09135257,128.4274392
대구동변초등학교,초등학교,2004,공립,대구광역시 북구 동변로 60,대구광역시교육청,대구광역시서부교육지원청,35.91913154,128.6041651
인천발산초등학교,초등학교,2004,공립,인천광역시 서구 고산후로78번길 6,인천광역시교육청,인천광역시서부교육지원청,37.59011616,126.6991478
강동고등학교,고등학교,2004,공립,대구광역시 동구 금강로 65,대구광역시교육청,대구광역시동부교육지원청,35.86598296,128.7296127
용인신릉초등학교,초등학교,2004,공립,경기도 용인시 기흥구 새천년로 53,경기도교육청,경기도용인교육지원청,37.29026142,127.1147273
늘푸른고등학교,고등학교,2004,공립,경기도 성남시 분당구 성남대로407번길 26,경기도교육청,경기도성남교육지원청,37.37332701,127.1053275
내토초등학교,초등학교,2004,공립,충청북도 제천시 관전로 99,충청북도교육청,충청북도제천교육지원청,37.13423175,128.2285838
수일초등학교,초등학교,2004,공립,경기도 수원시 장안구 수일로 85,경기도교육청,경기도수원교육지원청,37.31086106,127.0008865
경기외국어고등학교,고등학교,2004,사립,경기도 의왕시 고산로105번길 30,경기도교육청,경기도군포의왕교육지원청,37.34807009,126.9597494
대호중학교,중학교,2004,공립,경기도 오산시 궐리사로29번길 19,경기도교육청,경기도화성오산교육지원청,37.16220081,127.0568708
대구장성초등학교,초등학교,2004,공립,대구광역시 달서구 달구벌대로 1429-11,대구광역시교육청,대구광역시남부교육지원청,35.85035905,128.523264
서울묵현초등학교,초등학교,2004,공립,서울특별시 중랑구 동일로157길 75,서울특별시교육청,서울특별시동부교육지원청,37.60908041,127.0736243
대구논공초등학교,초등학교,2004,공립,대구광역시 달성군 논공읍 논공로7길 41,대구광역시교육청,대구광역시달성교육지원청,35.73107603,128.4376482
인천해서초등학교,초등학교,2004,공립,인천광역시 계양구 계산로 42-1,인천광역시교육청,인천광역시서부교육지원청,37.54015932,126.7177114
을지중학교,중학교,2004,공립,서울특별시 노원구 덕릉로 580,서울특별시교육청,서울특별시북부교육지원청,37.64978791,127.0717084
양벌초등학교,초등학교,2004,공립,경기도 광주시 오포읍 양벌로 195-15,경기도교육청,경기도광주하남교육지원청,37.37927311,127.2561975
봉산중학교,중학교,2004,공립,광주광역시 광산구 산월로 67,광주광역시교육청,광주광역시서부교육지원청,35.20952981,126.8447777
용인성산초등학교,초등학교,2004,공립,경기도 용인시 처인구 백옥대로1362번길 41,경기도교육청,경기도용인교육지원청,37.25866039,127.2158043
광주도평초등학교,초등학교,2004,공립,경기도 광주시 초월읍 현산로 89-16,경기도교육청,경기도광주하남교육지원청,37.39642361,127.2893901
안골포초등학교,초등학교,2004,공립,경상남도 창원시 진해구 안청북로 30,경상남도교육청,경상남도창원교육지원청,35.10398498,128.8062297
대구강동초등학교,초등학교,2004,공립,대구광역시 동구 동호로7길 17,대구광역시교육청,대구광역시동부교육지원청,35.86803973,128.7302387
인천검암초등학교,초등학교,2004,공립,인천광역시 서구 승학로 599번길 45,인천광역시교육청,인천광역시서부교육지원청,37.56796266,126.678293
용신중학교,중학교,2004,공립,경기도 용인시 처인구 명지로 15-26,경기도교육청,경기도용인교육지원청,37.23396718,127.1924301
홍천초등학교,초등학교,2004,공립,경기도 용인시 수지구 신봉2로14번길 49,경기도교육청,경기도용인교육지원청,37.32663648,127.0798022
천천고등학교,고등학교,2004,공립,경기도 수원시 장안구 정자로42번길 31,경기도교육청,경기도수원교육지원청,37.29945329,126.982976
영천중학교,중학교,2004,공립,광주광역시 광산구 사암로340번안길 21,광주광역시교육청,광주광역시서부교육지원청,35.17701628,126.8109229
수원매화초등학교,초등학교,2004,공립,경기도 수원시 영통구 권광로304번길 47-17,경기도교육청,경기도수원교육지원청,37.27457739,127.0406845
명곡초등학교,초등학교,2004,공립,경상남도 창원시 의창구 우곡로159번길 22-11,경상남도교육청,경상남도창원교육지원청,35.24293744,128.6448386
조원고등학교,고등학교,2004,공립,경기도 수원시 장안구 수일로233번길 15,경기도교육청,경기도수원교육지원청,37.30734419,127.0156673
익산어양중학교,중학교,2004,공립,전라북도 익산시 하나로12길 39,전라북도교육청,전라북도익산교육지원청,35.96523133,126.9849326
백화초등학교,초등학교,2004,공립,충청남도 태안군 태안읍 다락미1길 85,충청남도교육청,충청남도태안교육지원청,36.75287062,126.3083724
석봉초등학교,초등학교,2004,공립,경상남도 김해시 월산로 27,경상남도교육청,경상남도김해교육지원청,35.19952631,128.8086852
단구중학교,중학교,2004,공립,강원도 원주시 단구로 405,강원도교육청,강원도원주교육지원청,37.32082488,127.9568666
작전여자고등학교,고등학교,2004,공립,인천광역시 계양구 주부토로426번길 15,인천광역시교육청,인천광역시서부교육지원청,37.53213347,126.7295556
동문고등학교,고등학교,2004,공립,대구광역시 수성구 효행로 17,대구광역시교육청,대구광역시동부교육지원청,35.87730148,128.6510319
군산미성초등학교,초등학교,2004,공립,전라북도 군산시 칠성2길 27,전라북도교육청,전라북도군산교육지원청,35.95792208,126.6743162
문장초등학교,초등학교,2004,공립,경상북도 구미시 고아읍 문장로 168,경상북도교육청,경상북도구미교육지원청,36.14857959,128.3327624
오산대원초등학교,초등학교,2004,공립,경기도 오산시 경기대로25번길 45,경기도교육청,경기도화성오산교육지원청,37.13055379,127.0711928
전주평화중학교,중학교,2004,공립,전라북도 전주시 완산구 평화로 74,전라북도교육청,전라북도전주교육지원청,35.78337483,127.1340232
신선여자고등학교,고등학교,2004,공립,울산광역시 남구 수암로178번길 14,울산광역시교육청,울산광역시강남교육지원청,35.52506185,129.3259457
순천풍덕중학교,중학교,2004,공립,전라남도 순천시 평촌길 47,전라남도교육청,전라남도순천교육지원청,34.93819689,127.5072413
독정초등학교,초등학교,2004,공립,경기도 용인시 기흥구 보정로 100,경기도교육청,경기도용인교육지원청,37.31886938,127.1162756
삽량초등학교,초등학교,2004,공립,경상남도 양산시 양주로 55,경상남도교육청,경상남도양산교육지원청,35.3318931,129.0289876
안산중학교,중학교,2004,공립,전라남도 여수시 장성4길 36,전라남도교육청,전라남도여수교육지원청,34.7553989,127.6524025
대현고등학교,고등학교,2004,공립,울산광역시 남구 수암로 164,울산광역시교육청,울산광역시강남교육지원청,35.52613218,129.3243389
함월고등학교,고등학교,2004,공립,울산광역시 중구 종가3길 25,울산광역시교육청,울산광역시강북교육지원청,35.56136573,129.2972888
대전대정초등학교,초등학교,2004,공립,대전광역시 유성구 대정로28번길 55,대전광역시교육청,대전광역시서부교육지원청,36.31528912,127.3232652
동변중학교,중학교,2004,공립,대구광역시 북구 동변로14길 12,대구광역시교육청,대구광역시서부교육지원청,35.91925722,128.6056093
성남양지초등학교,초등학교,2004,공립,경기도 성남시 수정구 논골로36번길 33,경기도교육청,경기도성남교육지원청,37.45921737,127.1608837
입북초등학교,초등학교,2004,공립,경기도 수원시 권선구 율전로 10,경기도교육청,경기도수원교육지원청,37.29451623,126.9601632
마산내서여자고등학교,고등학교,2004,공립,경상남도 창원시 마산회원구 내서읍 삼풍로 133,경상남도교육청,경상남도창원교육지원청,35.23729062,128.5028667
대전구봉고등학교,고등학교,2004,공립,대전광역시 서구 관저서로 36,대전광역시교육청,대전광역시서부교육지원청,36.29557493,127.3310026
서산석림중학교,중학교,2004,공립,충청남도 서산시 동서2로 8,충청남도교육청,충청남도서산교육지원청,36.77382862,126.4685068
대전전민고등학교,고등학교,2004,공립,대전광역시 유성구 전민로 63,대전광역시교육청,대전광역시서부교육지원청,36.39833683,127.3983327
서재중학교,중학교,2004,공립,대구광역시 달성군 다사읍 서재로26길 18,대구광역시교육청,대구광역시달성교육지원청,35.87334897,128.4995437
창원경일여자고등학교,고등학교,2004,사립,경상남도 창원시 성산구 두대로 163,경상남도교육청,경상남도창원교육지원청,35.22732278,128.662447
김해신안초등학교,초등학교,2004,공립,경상남도 김해시 팔판로 8,경상남도교육청,경상남도김해교육지원청,35.17892804,128.7903314
덕계고등학교,고등학교,2004,공립,경기도 양주시 평화로1489번길 34,경기도교육청,경기도동두천양주교육지원청,37.82428609,127.047949
주중초등학교,초등학교,2004,공립,충청북도 청주시 청원구 주성로 223,충청북도교육청,충청북도청주교육지원청,36.67231062,127.4916819
부산센텀여자고등학교,고등학교,2004,사립,부산광역시 해운대구 해운대로469번길 50-1,부산광역시교육청,부산광역시해운대교육지원청,35.16591884,129.1443578
김해분성여자고등학교,고등학교,2004,공립,경상남도 김해시 삼계로 171,경상남도교육청,경상남도김해교육지원청,35.26662385,128.8738687
서산명지중학교,중학교,2004,공립,충청남도 서산시 대산읍 명지1로 15,충청남도교육청,충청남도서산교육지원청,36.96773724,126.4101982
순천향림초등학교,초등학교,2004,공립,전라남도 순천시 석현북길 21,전라남도교육청,전라남도순천교육지원청,34.9736355,127.4740347
문수중학교,중학교,2004,공립,울산광역시 남구 옥현로 6,울산광역시교육청,울산광역시강남교육지원청,35.53837124,129.2572996
초지중학교,중학교,2004,공립,경기도 안산시 단원구 광덕3로 48,경기도교육청,경기도안산교육지원청,37.3120993,126.8179787
송내고등학교,고등학교,2004,공립,경기도 부천시 서촌로20번길 13,경기도교육청,경기도부천교육지원청,37.48678546,126.7453518
대전목양초등학교,초등학교,2004,공립,대전광역시 중구 목동로 69,대전광역시교육청,대전광역시동부교육지원청,36.33702265,127.4047107
지리산고등학교,고등학교,2004,사립,경상남도 산청군 단성면 덕천로 772,경상남도교육청,경상남도산청교육지원청,35.23889917,127.8959409
야음중학교,중학교,2004,공립,울산광역시 남구 수암로 170,울산광역시교육청,울산광역시강남교육지원청,35.52605365,129.3260298
을숙도초등학교,초등학교,2004,공립,부산광역시 사하구 낙동대로 581,부산광역시교육청,부산광역시서부교육지원청,35.11554515,128.9612467
안남고등학교,고등학교,2004,공립,인천광역시 계양구 아나지로308번길 9,인천광역시교육청,인천광역시서부교육지원청,37.52503666,126.7271275
대전느리울중학교,중학교,2004,공립,대전광역시 서구 관저중로64번길 84,대전광역시교육청,대전광역시서부교육지원청,36.29722802,127.3394081
신덕중학교,중학교,2004,공립,부산광역시 북구 함박봉로140번가길 27,부산광역시교육청,부산광역시북부교육지원청,35.20310543,129.03056
이담초등학교,초등학교,2004,공립,경기도 동두천시 이담로 21,경기도교육청,경기도동두천양주교육지원청,37.8896635,127.0508239
서산대진초등학교,초등학교,2004,공립,충청남도 서산시 대산읍 기은아섬길 16,충청남도교육청,충청남도서산교육지원청,36.97758254,126.3844579
논산내동초등학교,초등학교,2004,공립,충청남도 논산시 중앙로 192,충청남도교육청,충청남도논산계룡교육지원청,36.18600923,127.1040798
온양용화중학교,중학교,2004,공립,충청남도 아산시 어의정로 101,충청남도교육청,충청남도아산교육지원청,36.77487068,127.0066451
신가중학교,중학교,2004,공립,광주광역시 광산구 신창로 26,광주광역시교육청,광주광역시서부교육지원청,35.1876841,126.8378471
상학초등학교,초등학교,2004,공립,부산광역시 북구 상학산복길 191,부산광역시교육청,부산광역시북부교육지원청,35.21867855,129.0400208
상모고등학교,고등학교,2004,공립,경상북도 구미시 박정희로 60-22,경상북도교육청,경상북도구미교육지원청,36.08449575,128.351716
월계초등학교,초등학교,2004,공립,울산광역시 남구 옥현로 12,울산광역시교육청,울산광역시강남교육지원청,35.53866731,129.2580704
생연중학교,중학교,2004,공립,경기도 동두천시 생연로 46,경기도교육청,경기도동두천양주교육지원청,37.89686651,127.0496665
김해삼문고등학교,고등학교,2004,공립,경상남도 김해시 번화1로 127,경상남도교육청,경상남도김해교육지원청,35.19861147,128.7967846
전북여자고등학교,고등학교,2004,사립,전라북도 전주시 덕진구 여산로 232,전라북도교육청,전라북도전주교육지원청,35.87301072,127.0840677
창원명곡고등학교,고등학교,2004,공립,경상남도 창원시 의창구 서곡길25번길 16,경상남도교육청,경상남도창원교육지원청,35.25456647,128.6488225
신봉초등학교,초등학교,2004,공립,경기도 포천시 소흘읍 송우로 98,경기도교육청,경기도포천교육지원청,37.83206784,127.1392119
금샘초등학교,초등학교,2004,공립,부산광역시 금정구 금샘로 525,부산광역시교육청,부산광역시동래교육지원청,35.26905892,129.0838921
아림초등학교,초등학교,2004,공립,경상남도 거창군 거창읍 거열로6길 12,경상남도교육청,경상남도거창교육지원청,35.6892945,127.904737
대호초등학교,초등학교,2004,공립,경기도 오산시 궐리사로46번길 3,경기도교육청,경기도화성오산교육지원청,37.15912882,127.0578369
서울체육중학교,중학교,2004,공립,서울특별시 송파구 강동대로 232,서울특별시교육청,서울특별시강동송파교육지원청,37.52233038,127.1298226
서울고원초등학교,초등학교,2004,공립,서울특별시 구로구 경인로46길 13,서울특별시교육청,서울특별시남부교육지원청,37.49761122,126.8657993
안산호원초등학교,초등학교,2004,공립,경기도 안산시 단원구 초지1로 100,경기도교육청,경기도안산교육지원청,37.30264932,126.8184887
대전느리울초등학교,초등학교,2004,공립,대전광역시 서구 관저로 196,대전광역시교육청,대전광역시서부교육지원청,36.29888649,127.3442521
서울연광초등학교,초등학교,2004,공립,서울특별시 은평구 연서로35길 37,서울특별시교육청,서울특별시서부교육지원청,37.62364876,126.923909
천안수곡초등학교,초등학교,2004,공립,충청남도 천안시 서북구 수곡로 19-32,충청남도교육청,충청남도천안교육지원청,36.79028464,127.1230967
웃터골초등학교,초등학교,2004,공립,경기도 시흥시 은행고길 18,경기도교육청,경기도시흥교육지원청,37.43968236,126.7992598
효양고등학교,고등학교,2004,공립,경기도 이천시 부발읍 대산로545번길 55,경기도교육청,경기도이천교육지원청,37.26529772,127.4796168
천안서당초등학교,초등학교,2004,공립,충청남도 천안시 서북구 불당11로 63,충청남도교육청,충청남도천안교육지원청,36.80393919,127.1135046
포은초등학교,초등학교,2004,공립,경상북도 영천시 망정4길 72,경상북도교육청,경상북도영천교육지원청,35.98019503,128.9508541
서울가인초등학교,초등학교,2004,공립,서울특별시 도봉구 도봉로136다길 4,서울특별시교육청,서울특별시북부교육지원청,37.6594678,127.0429509
상일고등학교,고등학교,2004,공립,경기도 부천시 부흥로 13,경기도교육청,경기도부천교육지원청,37.49818386,126.7437111
온양권곡초등학교,초등학교,2004,공립,충청남도 아산시 문화로243번길 14,충청남도교육청,충청남도아산교육지원청,36.7906592,127.0140449
천안불당중학교,중학교,2004,공립,충청남도 천안시 서북구 불당11로 35,충청남도교육청,충청남도천안교육지원청,36.80455543,127.1098957
천안불당초등학교,초등학교,2004,공립,충청남도 천안시 서북구 불당4로 39-21,충청남도교육청,충청남도천안교육지원청,36.8058474,127.1087614
천안쌍용고등학교,고등학교,2004,공립,충청남도 천안시 서북구 월봉7길 10,충청남도교육청,충청남도천안교육지원청,36.78875649,127.114008
천안두정초등학교,초등학교,2004,공립,충청남도 천안시 서북구 두정역서1길 10,충청남도교육청,충청남도천안교육지원청,36.83623391,127.1471658
천안신대초등학교,초등학교,2004,공립,충청남도 천안시 서북구 성정두정로 130,충청남도교육청,충청남도천안교육지원청,36.83704929,127.1426806
대구도림초등학교,초등학교,2004,공립,대구광역시 달성군 다사읍 서재로26길 94,대구광역시교육청,대구광역시달성교육지원청,35.87810529,128.4997991
명도초등학교,초등학교,2004,공립,경상남도 창원시 의창구 도계두리길 233,경상남도교육청,경상남도창원교육지원청,35.25593918,128.644023
안심초등학교,초등학교,2003,공립,전라남도 여수시 소호7길 23,전라남도교육청,전라남도여수교육지원청,34.73997649,127.6464509
신기초등학교,초등학교,2003,공립,전라남도 여수시 여천체육공원길 24,전라남도교육청,전라남도여수교육지원청,34.76088349,127.6755727
운남고등학교,고등학교,2003,공립,광주광역시 광산구 임방울대로165번길 17,광주광역시교육청,광주광역시서부교육지원청,35.17542994,126.8163057
제암초등학교,초등학교,2003,공립,경기도 화성시 향남읍 발안서로 21,경기도교육청,경기도화성오산교육지원청,37.13115334,126.9021136
김해대청고등학교,고등학교,2003,공립,경상남도 김해시 번화1로 7,경상남도교육청,경상남도김해교육지원청,35.18792102,128.8005179
서울덕암초등학교,초등학교,2003,공립,서울특별시 노원구 덕릉로112길 68,서울특별시교육청,서울특별시북부교육지원청,37.6666212,127.0814598
호성중학교,중학교,2003,공립,경기도 안양시 동안구 호성로 55,경기도교육청,경기도안양과천교육지원청,37.36691837,126.9637649
대곡고등학교,고등학교,2003,공립,대구광역시 달서구 도원남로 80,대구광역시교육청,대구광역시남부교육지원청,35.80323736,128.536857
유곡중학교,중학교,2003,공립,울산광역시 중구 유곡로 85,울산광역시교육청,울산광역시강북교육지원청,35.55882497,129.299591
시흥장현초등학교,초등학교,2003,공립,경기도 시흥시 시청로80번길 5,경기도교육청,경기도시흥교육지원청,37.38175778,126.7991022
원평중학교,중학교,2003,공립,충청북도 청주시 서원구 1순환로1137번길 36,충청북도교육청,충청북도청주교육지원청,36.6080651,127.4938827
대구명곡초등학교,초등학교,2003,공립,대구광역시 달성군 화원읍 명곡로 40,대구광역시교육청,대구광역시달성교육지원청,35.79667071,128.4961175
대구죽곡초등학교,초등학교,2003,공립,대구광역시 달성군 다사읍 죽곡1길 18,대구광역시교육청,대구광역시달성교육지원청,35.85679928,128.4633312
고양관산초등학교,초등학교,2003,공립,경기도 고양시 덕양구 통일로726번길 130,경기도교육청,경기도고양교육지원청,37.69212325,126.8665469
시흥도원초등학교,초등학교,2003,공립,경기도 시흥시 수인로3413번길 34,경기도교육청,경기도시흥교육지원청,37.4401141,126.7779868
대전둔원고등학교,고등학교,2003,공립,대전광역시 서구 대덕대로 101,대전광역시교육청,대전광역시서부교육지원청,36.34283137,127.3733872
대구체육고등학교,고등학교,2003,공립,대구광역시 북구 칠곡중앙대로136길 29,대구광역시교육청,대구광역시서부교육지원청,35.95879744,128.5577173
일산은행초등학교,초등학교,2003,공립,경기도 고양시 일산동구 은행마을로 70,경기도교육청,경기도고양교육지원청,37.66932912,126.8064844
동두천송내초등학교,초등학교,2003,공립,경기도 동두천시 중앙로 52,경기도교육청,경기도동두천양주교육지원청,37.88614275,127.0525334
인천후정초등학교,초등학교,2003,공립,인천광역시 부평구 영성서로 56,인천광역시교육청,인천광역시북부교육지원청,37.5231572,126.743587
지석초등학교,초등학교,2003,공립,경기도 용인시 기흥구 어정로 62-25,경기도교육청,경기도용인교육지원청,37.27004892,127.1390138
안곡초등학교,초등학교,2003,공립,경기도 고양시 일산동구 중산로 142,경기도교육청,경기도고양교육지원청,37.68475123,126.7818546
호평중학교,중학교,2003,공립,경기도 남양주시 호평로 76-7,경기도교육청,경기도구리남양주교육지원청,37.65602471,127.2492539
왕방초등학교,초등학교,2003,공립,경기도 포천시 신북면 학동로 52,경기도교육청,경기도포천교육지원청,37.9042268,127.2016644
구미중학교,중학교,2003,공립,경기도 성남시 분당구 구미로173번길 29,경기도교육청,경기도성남교육지원청,37.34634609,127.1236076
화잠초등학교,초등학교,2003,공립,부산광역시 북구 화명대로 97-25,부산광역시교육청,부산광역시북부교육지원청,35.2359298,129.0173597
명진중학교,중학교,2003,공립,부산광역시 북구 학사로 192,부산광역시교육청,부산광역시북부교육지원청,35.23977771,129.0097001
흥덕고등학교,고등학교,2003,공립,충청북도 청주시 흥덕구 증안로 9,충청북도교육청,충청북도청주교육지원청,36.63686278,127.4239538
구미사곡초등학교,초등학교,2003,공립,경상북도 구미시 상사동로24길 9,경상북도교육청,경상북도구미교육지원청,36.09990116,128.3605588
주성고등학교,고등학교,2003,공립,충청북도 청주시 상당구 호미로 310,충청북도교육청,충청북도청주교육지원청,36.63483259,127.5106512
함박중학교,중학교,2003,공립,인천광역시 연수구 솔샘로 143,인천광역시교육청,인천광역시동부교육지원청,37.42443194,126.6615319
헌산중학교,중학교,2003,사립,경기도 용인시 처인구 원삼면 내동로 50-13,경기도교육청,경기도용인교육지원청,37.17384579,127.2958775
효자초등학교,초등학교,2003,공립,경기도 용인시 수지구 성복1로 106-1,경기도교육청,경기도용인교육지원청,37.31735233,127.0673443
동백초등학교,초등학교,2003,공립,전라남도 여수시 돌산읍 강남10길 27,전라남도교육청,전라남도여수교육지원청,34.71753966,127.7531897
부용고등학교,고등학교,2003,공립,경기도 의정부시 오목로 96,경기도교육청,경기도의정부교육지원청,37.73630575,127.0929481
풍호초등학교,초등학교,2003,공립,경상남도 창원시 진해구 풍호로 80,경상남도교육청,경상남도창원교육지원청,35.13943503,128.710545
대구중앙초등학교,초등학교,2003,공립,대구광역시 수성구 만촌로 125,대구광역시교육청,대구광역시동부교육지원청,35.87001242,128.640349
진접중학교,중학교,2003,공립,경기도 남양주시 진접읍 금강로 1641-1,경기도교육청,경기도구리남양주교육지원청,37.73661814,127.1933654
서원고등학교,고등학교,2003,공립,경기도 용인시 수지구 상현로42번길 26-7,경기도교육청,경기도용인교육지원청,37.3024074,127.0814728
능동중학교,중학교,2003,공립,경상남도 김해시 번화1로123번길 34-14,경상남도교육청,경상남도김해교육지원청,35.19812312,128.7945625
인천목향초등학교,초등학교,2003,공립,인천광역시 서구 고산후로 377,인천광역시교육청,인천광역시서부교육지원청,37.61620512,126.6943003
대구동호초등학교,초등학교,2003,공립,대구광역시 동구 동호로 25,대구광역시교육청,대구광역시동부교육지원청,35.86535031,128.7204845
광양용강초등학교,초등학교,2003,공립,전라남도 광양시 광양읍 용강1길 40,전라남도교육청,전라남도광양교육지원청,34.97577009,127.6104748
새말초등학교,초등학교,2003,공립,경기도 의정부시 추동로124번길 37,경기도교육청,경기도의정부교육지원청,37.74638673,127.0691577
유강중학교,중학교,2003,공립,경상북도 포항시 남구 연일읍 유강길 52,경상북도교육청,경상북도포항교육지원청,36.00900446,129.3181196
이우중학교,중학교,2003,사립,경기도 성남시 분당구 동막로 287,경기도교육청,경기도성남교육지원청,37.35324326,127.090941
수원금곡초등학교,초등학교,2003,공립,경기도 수원시 권선구 서수원로617번길 30,경기도교육청,경기도수원교육지원청,37.27970688,126.9526515
대청중학교,중학교,2003,공립,부산광역시 기장군 기장읍 차성서로 3,부산광역시교육청,부산광역시해운대교육지원청,35.2333144,129.2128169
이현초등학교,초등학교,2003,공립,경기도 용인시 기흥구 이현로 83,경기도교육청,경기도용인교육지원청,37.31029508,127.0931044
대반초등학교,초등학교,2003,공립,광주광역시 광산구 사암로340번길 19,광주광역시교육청,광주광역시서부교육지원청,35.17583915,126.8088224
정천중학교,중학교,2003,공립,경기도 수원시 팔달구 정자천로32번길 11,경기도교육청,경기도수원교육지원청,37.28939916,126.9819422
누원고등학교,고등학교,2003,공립, 도봉구 마들로 849,서울특별시교육청,서울특별시북부교육지원청,37.68556896,127.0499327
상우고등학교,고등학교,2003,사립,경기도 의정부시 범골로 79,경기도교육청,경기도의정부교육지원청,37.73131924,127.0372967
방산고등학교,고등학교,2003,공립, 송파구 오금로27길 18,서울특별시교육청,서울특별시강동송파교육지원청,37.50831315,127.1204696
