name,초중고,설립년도,설립형태,소재지도로명주소,시도교육청,교육지원청,위도,경도
대구국우초등학교,초등학교,2022,공립,대구광역시 북구 도남중앙로10길 45,대구광역시교육청,대구광역시서부교육지원청,35.95594145,128.5856286
대전원신흥중학교,중학교,2022,공립,대전광역시 유성구 동서대로735번길 20,대전광역시교육청,대전광역시서부교육지원청,36.33301958,127.3453452
서울위례솔초등학교,초등학교,2022,공립,서울특별시 송파구 위례북로2길 12,서울특별시교육청,서울특별시강동송파교육지원청,37.48663746,127.1509109
위례솔중학교,중학교,2022,공립,서울특별시 송파구 위례북로2길 10,서울특별시교육청,서울특별시교육청,37.48738292,127.1503042
은하수초등학교,초등학교,2022,공립,경상남도 진주시 진주역로73번길 7,경상남도교육청,경상남도진주교육지원청,35.15124455,128.1108115
치동중학교,중학교,2022,공립,경기도 화성시 동탄순환대로 881-9,경기도교육청,경기도화성오산교육지원청,37.20853778,127.0917164
이솔고등학교,고등학교,2022,공립,경기도 화성시 동탄순환대로7길 10,경기도교육청,경기도화성오산교육지원청,37.16650771,127.1111377
화성세정중학교,중학교,2022,공립,경기도 화성시 동탄순환대로12길 60,경기도교육청,경기도화성오산교육지원청,37.16716681,127.1247594
집현중학교,중학교,2022,공립,세종특별자치시 집현서로 42,세종특별자치시교육청,세종특별자치시교육청,36.49088424,127.3224218
인천아라중학교,중학교,2022,공립,인천광역시 서구 서로2로 50,인천광역시교육청,인천광역시서부교육지원청,37.58564177,126.70396
인천현송중학교,중학교,2022,공립,인천광역시 연수구 인천타워대로 323(송도동),인천광역시교육청,인천광역시동부교육지원청,37.39952317,126.6295727
온샘초등학교,초등학교,2022,공립,부산광역시 동래구 충렬대로75번길 25,부산광역시교육청,부산광역시동래교육지원청,35.20952094,129.0687106
군산금빛초등학교,초등학교,2022,공립,전라북도 군산시 궁포3로 48,전라북도교육청,전라북도군산교육지원청,35.97960611,126.742223
한들물빛초등학교,초등학교,2022,공립,충청남도 아산시 선문로254번길 142,충청남도교육청,충청남도아산교육지원청,36.78337949,127.0841776
오션중학교,중학교,2022,공립,부산광역시 강서구 명지오션시티1로 221,부산광역시교육청,부산광역시북부교육지원청,35.08044246,128.9095993
한들물빛중학교,중학교,2022,공립,충청남도 아산시 선문로254번길 167,충청남도교육청,충청남도아산교육지원청,36.78534308,127.0886642
다산새봄중학교,중학교,2022,공립,경기도 남양주시 다산순환로 435,경기도교육청,경기도구리남양주교육지원청,37.61823476,127.1588304
나래중학교,중학교,2022,공립,경기도 김포시 김포한강9로 19,경기도교육청,경기도김포교육지원청,37.63888658,126.6258995
범박중학교,중학교,2022,공립,경기도 부천시 양지남로 69-16,경기도교육청,경기도부천교육지원청,37.46910251,126.814668
인천이음중학교,중학교,2022,공립,인천광역시 서구 이음1로 455,인천광역시교육청,인천광역시서부교육지원청,37.59949379,126.7117777
심학중학교,중학교,2022,공립,경기도 파주시 양지로 75,경기도교육청,경기도파주교육지원청,37.71019286,126.716672
대전호수초등학교,초등학교,2022,공립,대전광역시 서구 도안동로 182-20,대전광역시교육청,대전광역시서부교육지원청,36.32039889,127.3502127
다율초등학교,초등학교,2022,공립,경기도 파주시 다율로30,경기도교육청,경기도파주교육지원청,37.73814649,126.7269101
인천아라고등학교,고등학교,2022,공립,인천광역시 서구 서로2로 62,인천광역시교육청,인천광역시서부교육지원청,37.58756403,126.7045852
서울양원숲초등학교,초등학교,2022,공립,서울특별시 중랑구 양원역로 95,서울특별시교육청,서울특별시동부교육지원청,37.60934379,127.1051943
광주예술중학교,중학교,2022,공립,광주광역시 북구 서하로 72,광주광역시교육청,광주광역시동부교육지원청,35.18649082,126.8885166
대전원신흥초등학교복용분교장,초등학교,2022,공립,대전광역시 유성구 유성대로 600,대전광역시교육청,대전광역시서부교육지원청,36.34705159,127.3272243
포담초등학교,초등학교,2022,공립,경기도 포천시 영중면 호국로 3054,경기도교육청,경기도포천교육지원청,38.01421455,127.2482817
전주만성중학교,중학교,2022,공립,전라북도 전주시 덕진구 오공로 99,전라북도교육청,전라북도전주교육지원청,35.83673137,127.0654162
서울강빛초등학교,초등학교,2021,공립,"서울특별시 강동구 아리수로93다길 1 (강일동, 강빛초중통합학교)",서울특별시교육청,서울특별시강동송파교육지원청,37.57432025,127.1710463
운남중학교,중학교,2021,공립,"경상북도 김천시 우래1길 7 (율곡동, 운남중학교)",경상북도교육청,경상북도김천교육지원청,36.12213188,128.1791173
인천청호초등학교,초등학교,2021,공립,인천광역시 서구 (경서동 596 답 일원),인천광역시교육청,인천광역시서부교육지원청,37.53839244,126.6412777
나성중학교,중학교,2021,공립,세종특별자치시 갈매로 298 (나성동),세종특별자치시교육청,세종특별자치시교육청,36.4909223,127.2637399
여울초등학교,초등학교,2021,공립,"경기도 화성시 동탄감배산로 95, 여울초등학교 (오산동)",경기도교육청,경기도화성오산교육지원청,37.19497805,127.0889469
나성초등학교,초등학교,2021,공립,세종특별자치시 갈매로 294 나성초등학교,세종특별자치시교육청,세종특별자치시교육청,36.48994821,127.2642504
산들중학교,중학교,2021,공립,"경기도 파주시 , 목동동 918 (목동동)",경기도교육청,경기도파주교육지원청,37.73077188,126.7319991
대구팔공중학교,중학교,2021,공립,"대구광역시 동구 연경지묘로 150 , 대구팔공중학교 (지묘동)",대구광역시교육청,대구광역시동부교육지원청,35.94719925,128.6263838
이솔초등학교,초등학교,2021,공립,"경기도 화성시 동탄순환대로8길 26, 이솔초등학교 (장지동)",경기도교육청,경기도화성오산교육지원청,37.16322375,127.1096542
신우초등학교,초등학교,2021,공립,,경기도교육청,경기도광주하남교육지원청,37.51099767,127.1608403
호연초등학교,초등학교,2021,공립,경기도 화성시 동탄대로3길 17-7 (장지동),경기도교육청,경기도화성오산교육지원청,37.16290079,127.1047456
신원고등학교,고등학교,2021,공립,"경기도 고양시 덕양구 통일로 391, 신원고등학교 (신원동)",경기도교육청,경기도고양교육지원청,37.66837954,126.887011
감일고등학교,고등학교,2021,공립,경기도 하남시 감일순환로 165,경기도교육청,경기도광주하남교육지원청,37.50955328,127.1599264
대구국제고등학교,고등학교,2021,공립,"대구광역시 북구 도남길 77, 대구국제고등학교 (국우동)",대구광역시교육청,대구광역시서부교육지원청,35.95539447,128.5815421
일광중학교,중학교,2021,공립,"부산광역시 기장군 일광면 해빛3로 99 , 일광중학교 (일광면)",부산광역시교육청,부산광역시해운대교육지원청,35.26522711,129.2204614
대구공업고등학교테크노폴리스캠퍼스,고등학교,2021,공립,"대구광역시 달성군 유가읍 유가길 46, 대구공업고등학교 테크노폴리스 캠퍼스 (유가읍)",대구광역시교육청,대구광역시달성교육지원청,35.67008799,128.4549742
대구팔공초등학교,초등학교,2021,공립,"대구광역시 동구 연경지묘로 150, 대구팔공초등학교 (지묘동)",대구광역시교육청,대구광역시동부교육지원청,35.94688852,128.6262079
인천해든초등학교,초등학교,2021,공립,인천광역시 서구 서로3로 60,인천광역시교육청,인천광역시서부교육지원청,37.58528544,126.7076761
단샘초등학교,초등학교,2021,공립,"경기도 하남시 감이동 164-3, 단샘초등학교 (감이동)",경기도교육청,경기도광주하남교육지원청,37.50718034,127.1584881
수현중학교,중학교,2021,공립,"경기도 화성시 봉담읍 상리3길 136 , 수현중학교 (봉담읍, 화성봉담2 LH3단지)",경기도교육청,경기도화성오산교육지원청,37.22638096,126.9508227
샘마루초등학교,초등학교,2021,공립,"강원도 원주시 지정면 신지정로, 264 (지정면)",강원도교육청,강원도원주교육지원청,37.3792055,127.8710762
퇴계초등학교,초등학교,2021,공립,"강원도 춘천시 안마산로 123 (퇴계동, 퇴계초중학교)",강원도교육청,강원도춘천교육지원청,37.85617539,127.731984
석적중학교,중학교,2021,공립,"경상북도 칠곡군 석적읍 남율로18길 10 , 석적중학교 (석적읍)",경상북도교육청,경상북도칠곡교육지원청,36.06396524,128.4057001
웅천중학교,중학교,2021,공립,경상남도 창원시 진해구 웅천동로 (남문동),경상남도교육청,경상남도창원교육지원청,35.11051483,128.7542598
율빛초등학교,초등학교,2021,공립,"경기도 양주시 옥정동로4길 67, 율빛초등학교 (옥정동)",경기도교육청,경기도동두천양주교육지원청,37.81394285,127.1024265
인천하늘중학교,중학교,2021,공립,인천광역시 중구 찬들로284번길 16 (운남동),인천광역시교육청,인천광역시남부교육지원청,37.48371333,126.543285
지축중학교,중학교,2021,공립,"경기도 고양시 덕양구 오부자2길 14 , 지축중학교 (지축동)",경기도교육청,경기도고양교육지원청,37.65219144,126.917466
다산별빛초등학교,초등학교,2021,공립,경기도 남양주시 다산중앙로 82번안길 40,경기도교육청,경기도구리남양주교육지원청,37.61703531,127.1655415
옥빛고등학교,고등학교,2021,공립,경기도 양주시 옥정로4길 12 (옥정동),경기도교육청,경기도동두천양주교육지원청,37.81445526,127.091777
판교대장초등학교,초등학교,2021,공립,,경기도교육청,경기도성남교육지원청,37.36825879,127.069684
인천현송초등학교,초등학교,2021,공립,"인천광역시 연수구 아카데미로312번길 96 (송도동, 인천현송초등학교)",인천광역시교육청,인천광역시동부교육지원청,37.39385504,126.6204029
인천송담초등학교,초등학교,2021,공립,"인천광역시 연수구 아카데미로 627 (송도동, 인천송담초등학교)",인천광역시교육청,인천광역시동부교육지원청,37.41030784,126.614909
처인고등학교,고등학교,2021,공립,"경기도 용인시 처인구 중부대로1161번길 69 (삼가동, 경기도용인교육지원청)",경기도교육청,경기도용인교육지원청,37.2425998,127.1797391
하랑초등학교,초등학교,2021,공립,"경기도 남양주시 백봉로 92, 하랑초중학교 (호평동)",경기도교육청,경기도구리남양주교육지원청,37.65003599,127.2552349
강빛중학교,중학교,2021,공립,"서울특별시 강동구 아리수로93다길 1 (강일동, 강빛초중통합학교)",서울특별시교육청,서울특별시강동송파교육지원청,37.57457281,127.172071
한여울초등학교,초등학교,2021,공립,"경기도 시흥시 능곡군자로 2 (군자동, 한여울 초등학교)",경기도교육청,경기도시흥교육지원청,37.36552967,126.8057164
해밀고등학교,고등학교,2021,공립,세종특별자치시 해밀2로 36 (해밀동),세종특별자치시교육청,세종특별자치시교육청,36.52634698,127.2705972
다산하늘초등학교,초등학교,2021,공립,"경기도 남양주시 다산순환로 199, 다산하늘초등학교 (다산동)",경기도교육청,경기도구리남양주교육지원청,37.62775674,127.1465789
판교대장중학교,중학교,2021,공립,,경기도교육청,경기도성남교육지원청,37.36850028,127.0695554
시흥가온중학교,중학교,2021,공립,"경기도 시흥시 장현순환로 100 (장현동, 시흥가온중학교)",경기도교육청,경기도시흥교육지원청,37.37362684,126.7954268
마산고운초등학교,초등학교,2021,공립,경상남도 창원시 마산합포구 가포로 141 (월영동),경상남도교육청,경상남도창원교육지원청,35.17249126,128.5615213
향동고등학교,고등학교,2021,공립,경기도 고양시 덕양구 향기3로 6 (향동동),경기도교육청,경기도고양교육지원청,37.59669267,126.8934462
옥빛중학교,중학교,2021,공립,"경기도 양주시 옥정동로3길 57 , 옥빛중학교 (옥정동)",경기도교육청,경기도동두천양주교육지원청,37.81445046,127.0958265
거제용소초등학교,초등학교,2021,공립,경상남도 거제시 거제대로 3513 (아주동),경상남도교육청,경상남도거제교육지원청,34.87212939,128.6904934
인천한별초등학교,초등학교,2021,공립,인천광역시 서구 서로3로 201,인천광역시교육청,인천광역시서부교육지원청,37.59742429,126.7066138
해빛초등학교,초등학교,2021,공립,"부산광역시 기장군 일광면 해빛6로 9, 해빛초등학교 (일광면)",부산광역시교육청,부산광역시해운대교육지원청,35.26449792,129.2215096
위례숲초등학교,초등학교,2021,공립,"경기도 하남시 학암동, 578 (학암동)",경기도교육청,경기도광주하남교육지원청,37.48509338,127.1580436
회야초등학교,초등학교,2021,공립,"경상남도 양산시 신덕계8길 58, 덕계동 1588 (덕계동)",경상남도교육청,경상남도양산교육지원청,35.37405808,129.1603975
광주송정초등학교,초등학교,2021,공립,경기도 광주시 송정4길 21 (송정동),경기도교육청,경기도광주하남교육지원청,37.4227856,127.2548313
인천미송중학교,중학교,2021,공립,"인천광역시 연수구 아카데미로 679 (송도동, 인천미송중학교)",인천광역시교육청,인천광역시동부교육지원청,37.41586026,126.6132969
진영장등초등학교,초등학교,2021,공립,"경상남도 김해시 진영읍 장등로 120, 진영장등초등학교 (진영읍)",경상남도교육청,경상남도김해교육지원청,35.3121588,128.7306231
인천중산고등학교,고등학교,2021,공립,"인천광역시 중구 은하수로 142 (중산동, 인천중산고등학교)",인천광역시교육청,인천광역시남부교육지원청,37.49775057,126.5699379
보개초등학교,초등학교,2021,공립,"경기도 안성시 보개면 보개원삼로 649, 보개초등학교 (보개면)",경기도교육청,경기도안성교육지원청,37.06022412,127.2958052
인천청호중학교,중학교,2021,공립,인천광역시 서구 청라한울로 44 (청라동),인천광역시교육청,인천광역시서부교육지원청,37.53851753,126.6416483
새봄초등학교,초등학교,2021,공립,경기도 화성시 병점노을로 19 (병점동),경기도교육청,경기도화성오산교육지원청,37.20117004,127.0299325
대구연경초등학교,초등학교,2021,공립,"대구광역시 북구 연경중앙로11길 19, 대구연경초등학교 (연경동)",대구광역시교육청,대구광역시서부교육지원청,35.94558344,128.6160323
안산해솔중학교,중학교,2021,공립,"경기도 안산시 단원구 고잔로 58-6 (고잔동, 오션빌딩)",경기도교육청,경기도안산교육지원청,37.3187317,126.8320407
생명중학교,중학교,2021,공립,"충청북도 청주시 청원구 오창읍 중부로 772 , 생명중학교 (오창읍)",충청북도교육청,충청북도청주교육지원청,36.71168275,127.4386162
초롱초등학교,초등학교,2021,공립,경기도 파주시 양지로 101,경기도교육청,경기도파주교육지원청,37.71000209,126.7199174
퇴계중학교,중학교,2021,공립,강원도 춘천시 안마산로 123,강원도교육청,강원도춘천교육지원청,37.85599929,127.7319366
대구한실초등학교,초등학교,2020,공립,대구광역시 달서구 한실로6길 108,대구광역시교육청,대구광역시남부교육지원청,35.79831931,128.5285639
인천경연중학교,중학교,2020,공립,인천광역시 서구 차오름로 64,인천광역시교육청,인천광역시서부교육지원청,37.53849651,126.6262363
항동중학교,중학교,2020,공립,서울특별시 구로구 연동로 239-2,서울특별시교육청,서울특별시남부교육지원청,37.48285456,126.82019
운정중학교,중학교,2020,공립,경기도 파주시 와석순환로 35-33,경기도교육청,경기도파주교육지원청,37.707956,126.7556316
삼남초등학교,초등학교,2020,공립,"울산광역시 울주군 삼남면 울산역2길 43, 삼남초등학교",울산광역시교육청,울산광역시강남교육지원청,35.55589043,129.126551
원흥초등학교,초등학교,2020,공립,"경기도 고양시 덕양구 원흥1로 26, 원흥초등학교 (원흥동)",경기도교육청,경기도고양교육지원청,37.65088014,126.868605
서경초등학교,초등학교,2020,공립,경기도 화성시 동탄지성로 265,경기도교육청,경기도화성오산교육지원청,37.21701887,127.0508398
서연고등학교,고등학교,2020,공립,경기도 화성시 동탄대로4가길 6,경기도교육청,경기도화성오산교육지원청,37.16081906,127.1114322
인천새봄초등학교,초등학교,2020,공립,"인천광역시 연수구 앵고개로104번길 34 (동춘동, 인천새봄초등학교)",인천광역시교육청,인천광역시동부교육지원청,37.40981668,126.6578137
구미산동고등학교,고등학교,2020,공립,경상북도 구미시 산동면 신당인덕2로 11,경상북도교육청,경상북도구미교육지원청,36.15915026,128.436368
전주화정중학교,중학교,2020,공립,전라북도 전주시 덕진구 세병로 66,전라북도교육청,전라북도전주교육지원청,35.87164049,127.1304615
수현초등학교,초등학교,2020,공립,경기도 화성시 봉담읍 상리3길 110 (봉담읍),경기도교육청,경기도화성오산교육지원청,37.2294924,126.9495073
김해율산초등학교,초등학교,2020,공립,경상남도 김해시 율하5로 55,경상남도교육청,경상남도김해교육지원청,35.16487507,128.828754
충주남한강초등학교,초등학교,2020,공립,충청북도 충주시 호암수청2로 55,충청북도교육청,충청북도충주교육지원청,36.95554435,127.9285806
전주양현중학교,중학교,2020,공립,전라북도 전주시 덕진구 만성북4길 10,전라북도교육청,전라북도전주교육지원청,35.84776125,127.0749816
서울고현초등학교,초등학교,2020,공립,서울특별시 강동구 상일로11길 110,서울특별시교육청,서울특별시강동송파교육지원청,37.55380091,127.1660306
향산초등학교,초등학교,2020,공립,"경기도 김포시 고촌읍 상미1로 26 (고촌읍, 향산초중학교)",경기도교육청,경기도김포교육지원청,37.61950876,126.7492084
충주대소원초등학교,초등학교,2020,공립,충청북도 충주시 대소원면 첨단산업4로 48,충청북도교육청,충청북도충주교육지원청,36.987973,127.8274071
김해모산중학교,중학교,2020,공립,경상남도 김해시 율하5로 75,경상남도교육청,경상남도김해교육지원청,35.16598839,128.8300547
신백중학교,중학교,2020,공립,경기도 화성시 남양읍 역골중앙로 56-6,경기도교육청,경기도화성오산교육지원청,37.20343745,126.8302503
고실중학교,중학교,2020,공립,광주광역시 광산구 풍영로229번길 30,광주광역시교육청,광주광역시서부교육지원청,35.19295174,126.8129875
고헌중학교,중학교,2020,공립,울산광역시 북구 박상진2로 81,울산광역시교육청,울산광역시강북교육지원청,35.59777915,129.364027
섬강중학교,중학교,2020,공립,강원도 원주시 지정면 가곡로 40,강원도교육청,강원도원주교육지원청,37.37687867,127.8807396
고촌고등학교,고등학교,2020,공립,경기도 김포시 고촌읍 태리로47번길 20,경기도교육청,경기도김포교육지원청,37.60460551,126.7499614
반곡고등학교,고등학교,2020,공립,세종특별자치시 시청대로 566,세종특별자치시교육청,세종특별자치시교육청,36.49675815,127.3166201
김포구래초등학교,초등학교,2020,공립,"경기도 김포시 김포한강9로 77, 김포구래초등학교 (구래동)",경기도교육청,경기도김포교육지원청,37.6438204,126.6254736
용아초등학교,초등학교,2020,공립,충청북도 청주시 상당구 중고개로142번길 32-15,충청북도교육청,충청북도청주교육지원청,36.61822602,127.5219428
천안희망초등학교,초등학교,2020,공립,충청남도 천안시 동남구 단대로 21-7,충청남도교육청,충청남도천안교육지원청,36.82654553,127.1536122
무안행복중학교,중학교,2020,공립,전라남도 무안군 일로읍 오룡번영로 110 (일로읍),전라남도교육청,전라남도무안교육지원청,34.80610155,126.4823107
옥빛초등학교,초등학교,2020,공립,경기도 양주시 옥정로4길 38,경기도교육청,경기도동두천양주교육지원청,37.81458312,127.0932335
가촌초등학교,초등학교,2020,공립,경상남도 양산시 물금읍 물금로 139,경상남도교육청,경상남도양산교육지원청,35.31667615,128.9958752
인천경연초등학교,초등학교,2020,공립,인천광역시 서구 차오름로 64,인천광역시교육청,인천광역시서부교육지원청,37.5384535,126.6262122
의창초등학교,초등학교,2020,공립,경상남도 창원시 의창구 중동남로 85,경상남도교육청,경상남도창원교육지원청,35.25371006,128.6295968
매성고등학교,고등학교,2020,공립,전라남도 나주시 쌍산1길 19,전라남도교육청,전라남도나주교육지원청,35.02860687,126.7917708
마곡하늬중학교,중학교,2020,공립,서울특별시 강서구 마곡서1로 16,서울특별시교육청,서울특별시강서양천교육지원청,37.55812766,126.8209848
광주푸른초등학교,초등학교,2020,공립,경기도 광주시 경충대로1461번길 31,경기도교육청,경기도광주하남교육지원청,37.39924577,127.2711876
한국창의예술고등학교,고등학교,2020,공립,전라남도 광양시 중마로 400,전라남도교육청,전라남도광양교육지원청,34.94880756,127.7019096
매성중학교,중학교,2020,공립,전라남도 나주시 쌍산1길 19,전라남도교육청,전라남도나주교육지원청,35.02863389,126.7917708
산들초등학교,초등학교,2020,공립,경기도 파주시 교하로 60,경기도교육청,경기도파주교육지원청,37.72937778,126.73125
무안행복초등학교,초등학교,2020,공립,전라남도 무안군 일로읍 오룡중앙동로 38 (일로읍),전라남도교육청,전라남도무안교육지원청,34.80693373,126.4852248
향산중학교,중학교,2020,공립,경기도 김포시 고촌읍 상미로10번길 58 (고촌읍),경기도교육청,경기도김포교육지원청,37.61883302,126.7445867
세종장영실고등학교,고등학교,2020,공립,세종특별자치시 금남면 금남구즉로 196,세종특별자치시교육청,세종특별자치시교육청,36.47763276,127.2994619
시흥가온초등학교,초등학교,2020,공립,경기도 시흥시 장현능곡로 33 (장현동),경기도교육청,경기도시흥교육지원청,37.37391679,126.7944372
지축초등학교,초등학교,2020,공립,경기도 고양시 덕양구 오부자로 50,경기도교육청,경기도고양교육지원청,37.65291086,126.9159516
새솔고등학교,고등학교,2020,공립,경기도 화성시 큰나래3길 25,경기도교육청,경기도화성오산교육지원청,37.27372604,126.8295359
인천은송초등학교,초등학교,2020,공립,인천광역시 연수구 센트럴로 460,인천광역시교육청,인천광역시동부교육지원청,37.41393221,126.6297242
목감고등학교,고등학교,2020,공립,경기도 시흥시 목감둘레로 150,경기도교육청,경기도시흥교육지원청,37.37222339,126.8571834
일광초등학교,초등학교,2020,공립,부산광역시 기장군 일광면 해빛로 46,부산광역시교육청,부산광역시해운대교육지원청,35.26821044,129.2230225
빛가온중학교,중학교,2020,공립,경기도 광명시 오리로84번길 16,경기도교육청,경기도광명교육지원청,37.41214809,126.8837092
해밀중학교,중학교,2020,공립,세종특별자치시 해밀2로 6 (해밀동),세종특별자치시교육청,세종특별자치시교육청,36.52788475,127.2687655
남양주다산고등학교,고등학교,2020,공립,경기도 남양주시 다산중앙로146번길 50,경기도교육청,경기도구리남양주교육지원청,37.62557654,127.1586637
평택대동초등학교,초등학교,2020,공립,경기도 평택시 소사서로 17,경기도교육청,경기도평택교육지원청,36.98936457,127.1317904
새솔초등학교,초등학교,2020,공립,경기도 화성시 수노을1로 123,경기도교육청,경기도화성오산교육지원청,37.2890807,126.8190155
천안호수초등학교,초등학교,2020,공립,"충청남도 천안시 서북구 공원로 175 (불당동, 천안호수초등학교)",충청남도교육청,충청남도천안교육지원청,36.79610888,127.0985228
인천별빛초등학교,초등학교,2020,공립,"인천광역시 중구 은하수로 402, 인천별빛초등학교 (운남동)",인천광역시교육청,인천광역시남부교육지원청,37.49067266,126.5503121
광교호수중학교,중학교,2020,공립,"경기도 수원시 영통구 월드컵로 8 , 광교호수중학교 (원천동)",경기도교육청,경기도수원교육지원청,37.27269722,127.0638875
생명초등학교,초등학교,2020,공립,충청북도 청주시 청원구 오창읍 중부로 772 (오창읍),충청북도교육청,충청북도청주교육지원청,36.71185443,127.4386113
충주대소원중학교,중학교,2020,공립,충청북도 충주시 대소원면 첨단산업4로 48,충청북도교육청,충청북도충주교육지원청,36.98790015,127.8274338
울릉중학교,중학교,2020,공립,경상북도 울릉군 울릉읍 사동2길 219,경상북도교육청,경상북도울릉교육지원청,37.47868772,130.8865591
안산해솔초등학교,초등학교,2020,공립,경기도 안산시 상록구 해양5로 38,경기도교육청,경기도안산교육지원청,37.2825303,126.8335717
전주효천초등학교,초등학교,2020,공립,전라북도 전주시 완산구 효천중앙로 31,전라북도교육청,전라북도전주교육지원청,35.79968402,127.1051107
구미원당초등학교,초등학교,2020,공립,경상북도 구미시 산동면 옥계신당로9길 21,경상북도교육청,경상북도구미교육지원청,36.14437133,128.4248869
구미신당초등학교,초등학교,2020,공립,경상북도 구미시 산동읍 신당4로 29,경상북도교육청,경상북도구미교육지원청,36.1604001,128.431244
전주자연초등학교,초등학교,2020,공립,전라북도 전주시 덕진구 세병로 150,전라북도교육청,전라북도전주교육지원청,35.87767589,127.1359544
평택모산초등학교,초등학교,2020,공립,"경기도 평택시 지제동삭1로 175 (동삭동, 평택모산초등학교)",경기도교육청,경기도평택교육지원청,37.01973313,127.089961
훈민초등학교,초등학교,2020,공립,경기도 의정부시 훈민로 14,경기도교육청,경기도의정부교육지원청,37.73875652,127.1147619
명원초등학교,초등학교,2020,공립,부산광역시 강서구 명지국제6로 147,부산광역시교육청,부산광역시북부교육지원청,35.09412838,128.9149353
두왕초등학교,초등학교,2020,공립,울산광역시 남구 테크노산업로82번길 17,울산광역시교육청,울산광역시강남교육지원청,35.51391445,129.2937934
김포나진초등학교,초등학교,2020,공립,"경기도 김포시 걸포2로 58 (걸포동, 김포나진초등학교)",경기도교육청,경기도김포교육지원청,37.63578627,126.7024824
비아고등학교,고등학교,2020,사립,광주광역시 광산구 첨단중앙로181번길 42-26,광주광역시교육청,광주광역시서부교육지원청,35.22274246,126.8363851
배곧해솔중학교,중학교,2019,공립,경기도 시흥시 서울대학로 150-23,경기도교육청,경기도시흥교육지원청,37.35986042,126.7174306
예림디자인고등학교,고등학교,2019,사립, 구로구 오리로21길 2,서울특별시교육청,서울특별시남부교육지원청,37.50035507,126.827683
솔빛초등학교,초등학교,2019,공립,세종특별자치시 반곡2길 21,세종특별자치시교육청,세종특별자치시교육청,36.49576022,127.3122737
다정고등학교,고등학교,2019,공립,세종특별자치시 다정남로 15,세종특별자치시교육청,세종특별자치시교육청,36.49334119,127.2422287
반곡중학교,중학교,2019,공립,세종특별자치시 시청대로 480,세종특별자치시교육청,세종특별자치시교육청,36.50055054,127.3118768
용이중학교,중학교,2019,공립,경기도 평택시 현신로 64,경기도교육청,경기도평택교육지원청,36.99799756,127.1350883
용죽초등학교,초등학교,2019,공립,경기도 평택시 용죽2로 23,경기도교육청,경기도평택교육지원청,36.99506329,127.1240137
한아람초등학교,초등학교,2019,공립,경기도 광주시 태봉로 152,경기도교육청,경기도광주하남교육지원청,37.38013538,127.2300546
빛여울초등학교,초등학교,2019,공립,광주광역시 남구 효천중앙로 4,광주광역시교육청,광주광역시서부교육지원청,35.10326032,126.8691741
세아초등학교,초등학교,2019,공립,경기도 평택시 세교4로 50,경기도교육청,경기도평택교육지원청,37.00851339,127.088335
감일중학교,중학교,2019,공립,경기도 하남시 감일백제로 55,경기도교육청,경기도광주하남교육지원청,37.50118776,127.1623407
세정초등학교,초등학교,2019,공립,경기도 화성시 동탄순환대로12길 74,경기도교육청,경기도화성오산교육지원청,37.16678823,127.1260411
감일초등학교,초등학교,2019,공립,경기도 하남시 감일백제로 45,경기도교육청,경기도광주하남교육지원청,37.50023416,127.1620609
보름초등학교,초등학교,2019,공립,경기도 김포시 고촌읍 태리로 267,경기도교육청,경기도김포교육지원청,37.59470228,126.7625643
서연중학교,중학교,2019,공립,경기도 화성시 동탄대로4길 40,경기도교육청,경기도화성오산교육지원청,37.16088657,127.1102152
광산중학교,중학교,2019,공립,광주광역시 광산구 사암로158번길 23,광주광역시교육청,광주광역시서부교육지원청,35.15922599,126.808605
향동중학교,중학교,2019,공립,경기도 고양시 덕양구 향동1로 38,경기도교육청,경기도고양교육지원청,37.60301142,126.8953017
은월초등학교,초등학교,2019,공립,울산광역시 북구 당수골23길 7,울산광역시교육청,울산광역시강북교육지원청,35.63461073,129.3647526
단재초등학교,초등학교,2019,공립,충청북도 청주시 상당구 단재로 350,충청북도교육청,충청북도청주교육지원청,36.59934706,127.5002856
향동초등학교,초등학교,2019,공립,경기도 고양시 덕양구 향동1로 37,경기도교육청,경기도고양교육지원청,37.60347891,126.8954668
배곧누리초등학교,초등학교,2019,공립,경기도 시흥시 해송십리로 472-30,경기도교육청,경기도시흥교육지원청,37.38278481,126.7320917
평택새빛초등학교,초등학교,2019,공립,경기도 평택시 신촌2로 33,경기도교육청,경기도평택교육지원청,37.0250819,127.1051136
압량중학교,중학교,2019,공립,경상북도 경산시 압량읍 부적길 36-19,경상북도교육청,경상북도경산교육지원청,35.84381785,128.7614826
인천중산중학교,중학교,2019,공립,인천광역시 중구 두미포로 189,인천광역시교육청,인천광역시남부교육지원청,37.49835809,126.5709929
진해신항중학교,중학교,2019,공립,경상남도 창원시 진해구 신항동로 161,경상남도교육청,경상남도창원교육지원청,35.08819661,128.810678
청주내곡초등학교,초등학교,2019,공립,충청북도 청주시 흥덕구 송화로214번길 30,충청북도교육청,충청북도청주교육지원청,36.66686304,127.4568993
진천상신초등학교,초등학교,2019,공립,충청북도 진천군 덕산읍 대월로 107,충청북도교육청,충청북도진천교육지원청,36.90316346,127.5397687
청주소로초등학교,초등학교,2019,공립,충청북도 청주시 흥덕구 옥산면 오송가락로 1020,충청북도교육청,충청북도청주교육지원청,36.6726269,127.3902516
