NID,GUBUN,CODE12,CODE3,CODE4,BIR1,BIR2,BIR3,TYPE,MFAM1,MFAM2,MFAM3,FFAM1,FFAM2,FFAM3,FAM1,FAM2,FAM3,HFAM1,HFAM2,Q1A1,Q1A2,Q1B1,Q1B2,Q1C1,Q1C2,Q2,Q2A,Q3,Q3A,Q4,Q4A,Q5,Q6,Q7,Q7_1,Q7_2,Q8,Q9,Q9A,Q10,Q11,Q12,Q12_1,Q13,Q14A1,Q14A2,Q14A3,Q15,Q16,Q17,Q18,Q19A1,Q19A2,Q19A3,Q19A4,BQ11A1,BQ11A2,BQ11A3,BQ11A4,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q29_1,Q30,Q30_1,Q31A1,Q31A2,Q31A3,Q31A4,Q31A5,Q31A6,Q31A7,Q31A8,Q31A9,Q32A1,Q32A2,Q32A3,Q32A4,Q32A5,Q32A6,Q33,Q33_1,Q34,Q35,Q35_1,Q35_2,Q36,Q37,Q38,Q39,Q40,Q41,Q41A,Q41B,Q41C1,Q41C2,Q42A1,Q42A2,Q42A3,Q42A4,Q42A5,Q42A6,Q42A7,Q42A8,Q42A9,Q42A10,Q42A11,Q42A12,Q42A13,Q43,Q44,Q45,Q46,Q47,Q47_1,Q48,Q48A,Q49,Q49A,Q49B1,Q49B2,Q50,Q50A,Q50B1,Q50B2,Q51,Q52,Q53,Q54,Q54_1,Q55,Q56A1,Q56A2,Q56A3,Q57,Q58,Q59,BQ25,Q60,Q60_1,Q61,Q62,Q63,Q64,Q65A1,Q65A2,Q66,Q67A1,Q67A2,Q67A3,Q67A4,Q67A5,Q68,Q68_1,Q69,Q70,Q70_1,Q70_2,Q71A1,Q71A2,Q71A3,Q71A4,Q72,Q73,Q74,Q74A,Q75A1,Q75A2,Q75A3,Q75A4,Q75A5,Q75A6,Q75A7,Q76A1,Q76A2,Q76A3,Q76A4,Q76A5,Q77A1,Q77A2,Q77A3,Q78,Q79,Q79_1,Q79_2,Q80,Q80A,Q81,Q81A,Q82,Q82_1A1,Q82_1A2,Q82_1B1,Q82_1B2,Q83A1,Q83A2,Q83A3,Q83A4,Q83_1A1,Q83_1A2,Q83_1A3,Q83_1A4,Q84,Q85,Q86,Q87A1,Q87A2,Q87A3,Q87A4,DQ1,DQ2,DQ3,BDQ3A1,DQ4A1,DQ4A2,DQ4A3,DQ4B,DQ4C,DQ4D1,DQ4D2,DQ4E,DQ4F1,DQ4F2,DQ5A,DQ5B1,DQ5B2,DQ5C,DQ5D,DQ5E,DQ5F1,DQ5F2,WT,WWT
10033,1,11180590301,6,6,1990,5,3,3,1,0,1,1,0,1,2,0,2,2,2,5,12,13,18,19,35,1,30,1,31,1,32,1,1,1,2, ,1,2, ,1,3,1,1,1,3,4,4,2, , , , , , , , , , , ,2,1,2,2,2,4,10500,1,2,60,0,2, ,2,2,1,2,2,2,2,2,2,2,4,3,4,3,3,1, ,3,1,3,4,1, , , , , , , , , , , , , , , , , , , , , , , ,4,230,3,1,2,3, ,3, , , ,3, , , ,1,1,1,2,2,7,4,2,3,2,2,3, ,2, ,4,1,1, ,2,2,3,3,2,3,3,1,2, ,4,2, , ,5,4,3,4,2,3,2,5,4,3,3,4,3,2,3,3,2,3,2,3,4,3,4,1,1, , ,2,1,2,1,2, , , , , , , , , , , , , , , , , , , ,2,1,5, ,4,4,5, , , , , , , ,1,2, ,1,1,1,2,9,.48772426989708,2678.20060217623
10034,1,11180590301,6,6,1985,7,23,3,1,0,1,1,0,1,2,0,2,2,2,7,12,13,19,20,35,1,33,1,33,1,35,2,6,1,2, ,1,2, ,1,2,1,1,2,3,4,5,2, , , , , , , , , , , ,5,2,2,2,2,7,10000,2,2,60,0,2, ,2,2,1,2,2,2,2,2,2,2,4,3,4,2,3,1, ,2,2,1,6,1, , , , , , , , , , , , , , , , , , , , , , , ,7,300,4,2, ,3, ,3, , , ,3, , , ,1,1,1,2,2,7,4,3,3,2,2,3, ,2, ,4,2,3,4,2,2,3,3,1,3,4,3,2, ,3,2, , ,3,3,2,3,4,4,2,6,4,2,3,4,4,3,3,3,2,3,2,2,4,4,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,1,6, ,4,4,4, , , , , , , ,1,1, ,1,1,2,5,7,.641648693079916,3523.4332639523
10035,1,11180590301,9,9,1990,10,9,3,2,0,1,3,0,1,5,0,2,2,2,5,12,13,18,19,37,1,30,1,32,1,33,2,1,2, , , ,2, ,1,3,2, ,3,2,3,4,1,2,1,5,4,3,3,3, , , , , , ,2,2,2,8,9000,2,3,50,0,1,4,2,2,1,2,2,2,2,2,2,3,4,3,2,3,3,2,3,1,2,6,4,1, , , , , , , , , , , , , , , , , , , , , , , ,4,300,4,2, ,2,2013,3, , , ,3, , , ,1,1,1,2,2,7,2,3,2,2,2,1, , , ,4,2,2,2,2,2,4,4,2,3,4,5,1,1,3,2, , ,4,3,2,4,3,4,2,5,4,3,2,4,4,3,4,4,3,4,2,2,4,4,3,1,1, , ,2,6,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,7, ,5,6,5,1,4,2010,3,1,2013,2,2, ,1,1,1,1,4,2,.48772426989708,2678.20060217623
10036,1,11180590301,9,9,1987,11,13,3,2,0,1,3,0,1,5,0,2,2,2,3,12,13,19,20,40,2, ,1,32,1,34,1,1,2, , , ,2, ,1,2,2, ,2,5,4,3,1,1,2,3,3,4,3,2, , , , , , ,1,1,2,4,11000,2,1,70,40,2, ,9,2,2,2,1,2,2,2,2,2,4,3,4,2,3,2,3,3,2,2,1,3,1,2,2,4,3, , ,1,7,4,4,3,3,4,2,2,3,2,3,2,6,6,7, , , , , ,3, ,3, , , ,3, , , ,1,1,1,2,2,8,3,2,4,2,2,1, , , ,5,2,1, ,2,2,2,3,1,4,4,3,2, ,3,2, , ,5,3,4,4,3,3,2,10,3,4,3,4,2,4,4,4,3,4,3,3,3,2,3,1,4, , ,2,3,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,7, ,6,6,5,1,4,2008,3,1,2015,2, , , , , , , , ,.641648693079916,3523.4332639523
10037,1,11180590301,10,10,1993,4,1,3,1,0,0,2,0,1,3,0,1,1,1,3,12,13,18,19,38,1,30,1,30,1,31,2,1,2, , , ,2, ,1,3,1,5,2,2,3,3,1,2,2, ,3,2,3,4, , , , , , ,2,2,2,2,10000,2,1,70,0,2, ,9,9,2,2,2,2,2,2,2,3,3,2,3,2,3,2,5,3,1,1,7,1, , , , , , , , , , , , , , , , , , , , , , , ,2,290,4,2, ,3, ,3, , , ,3, , , ,2, , , , ,8,2,1,3,2,2,1, , , ,5,1,1, ,2,2,3,4,2,3,3,4,2, ,5,1,2,2,3,3,2,3,1,3,2,5,4,3,4,4,3,2,4,4,4,3,2,2,3,2,3,1,1, , ,1, ,2,1,1,2017,2, , ,1,1,1,1,4,3,4,3,2,4,1,3,4,4,4,2,3,6, ,6,4,4,4,4,2013,3,1,2017,2,1,1, ,1,1,5,2,3,.48772426989708,2678.20060217623
10038,1,3105068061A,13,13,1995,10,6,2,0,0,0,2,0,2,2,0,2,2,2,3,11,12,19,20,30,1,21,1,30,1,31,6,7,2, , , ,2, ,1,3,1,3,1,5,2,4,1,2,2, ,3,4,3,4, , , , , , ,2,1,2,1,10000,3,2,50,0,1,1,2,2,2,2,2,2,2,1,2,2,3,2,3,2,3,1, ,2,2,1,4,1, , , , , , , , , , , , , , , , , , , , , , , ,4,200,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,7,4,2,3,2,2,3, ,2, ,4,2,1, ,2,2,3,4,3,3,2,3,1,3,4,1,2,5,2,2,2,4,1,2,2,3,5,5,4,4,4,4,4,3,4,4,4,4,3,2,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,6, ,7,4,4,9,1,2013,3,1,2017,2,1,1, ,1,1,4,1,6,1.85784822363656,10201.8507964458
10039,1,3105068061A,13,13,1992,5,14,2,0,0,0,2,0,2,2,0,2,2,2,4,11,12,18,19,30,1,20,2, ,2, ,6,7,2, , , ,2, ,1,3,2, ,2,4,4,4,1,2,2, ,3,4,3,3, , , , , , ,2,2,2,1,9000,3,1,80,0,1,1,2,2,2,2,2,2,2,1,2,2,3,2,3,2,3,1, ,2,2,4,3,1, , , , , , , , , , , , , , , , , , , , , , , ,3,180,3,2, ,3, ,3, , , ,3, , , ,1,1,2,2,2,7,4,2,4,2,2,3, ,2, ,4,2,1, ,2,2,4,3,2,2,3,3,2, ,4,2, , ,2,2,1,4,1,3,2,2,4,5,2,4,4,3,4,4,4,5,4,4,4,2,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,6, ,7,4,4,3,3,2011,3,1,2015,2,1,1, ,1,1,2,1,3,.728059835547398,3997.9357401977
10040,1,3105068061A,15,15,1990,7,23,2,1,0,1,2,0,1,3,0,2,2,2,4,12,13,18,19,30,1,25,2, ,2, ,5,8,2, , , ,2, ,1,3,1,2,3,2,4,4,1,2,2, ,3,4,4,4, , , , , , ,2,2,2,4,10000,3,1,80,0,1,2,2,2,2,2,2,2,2,1,2,2,3,1,3,1,3,1, ,3,2,2,4,1, , , , , , , , , , , , , , , , , , , , , , , ,3,220,3,2, ,3, ,3, , , ,3, , , ,1,1,1,1, ,6,4,2,3,2,2,3, ,2, ,4,2,1, ,2,2,3,4,3,4,4,3,2, ,4,2, , ,2,2,1,4,1,2,2,4,4,3,4,4,3,3,4,4,4,4,4,4,3,4,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,6, ,7,4,4,12,8,2009,3,1,2013,2,1,1, ,1,1,3,2,6,.728059835547398,3997.9357401977
10042,1,3105068061A,5,5,1986,11,2,2,1,0,1,2,0,1,3,0,2,2,2,3,12,13,19,20,35,1,20,2, ,2, ,2,2,1,2, ,1,1,1,2,3,1,4,2,4,4,4,1,2,2, ,3,4,4,3, , , , , , ,2,1,2,4,9000,3,2,80,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,3,1, ,3,2,4,3,2, , , , , , , , , , , , , , , , , , , , , , , ,3,200,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,5,4,2,4,2,2,3, ,2, ,3,1,1, ,2,2,3,3,2,3,2,2,1,3,4,2, , ,2,2,2,4,2,3,2,3,2,4,3,4,3,4,4,4,4,4,4,4,3,3,3,1,2, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,6, ,6,6,4,9,2,2005,3,1,2009,2,1,1, ,1,1,2,7,0,.946100127230031,5195.24265421766
10043,1,3105068061A,4,4,1980,3,6,2,3,0,1,1,0,1,4,0,2,2,2,4,11,12,19,20,29,1,19,3, ,3, ,5,6,1,2, ,2,1,2,2,3,1,4,1,2,5,5,1,2,2, ,2,2,2,4, , , , , , ,2,2,2,4,9000,3,2,50,0,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1, ,3,1,5,4,3,3,2,2,2,3, , ,8,3,4,4,3,4,3,2,3,4,3,4,3,4,2,8, , , , , ,3, ,3, , , ,3, , , ,2, , , , ,1,2,2,4,2,2,3, ,2, ,4,1,1, ,2,2,2,3,2,3,3,2,2, ,3,2, , ,3,2,2,5,4,3,2,10,4,2,2,4,4,3,4,4,4,4,4,4,4,3,5,1,4, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,7, ,6,6,6,1,3,1999,3,1,2003,2, , , , , , , , ,1.84567147799733,10134.9856238137
10044,1,3105068061A,1,1,1982,11,28,2,3,0,1,1,0,1,4,0,2,2,2,5,11,12,19,20,37,1,32,3, ,3, ,6,6,1,2, ,2,1,2,2,3,1,3,1,4,4,5,1,1,1,2,2,4,3,3, , , , , , ,2,2,2,5,8350,3,2,50,0,1,2,2,2,2,2,2,2,2,2,2,1,3,2,3,1,3,1, ,3,2,6,2,3,3,2,2,2,3, , ,10,3,3,3,3,2,3,2,2,2,4,2,3,4,4,8, , , , , ,3, ,3, , , ,3, , , ,1,1,2,2,2,3,4,2,5,2,2,3, ,2, ,4,1,1, ,2,2,3,4,3,3,4,3,1,5,4,2, , ,2,2,2,4,2,4,2,5,2,2,4,2,4,2,4,2,2,2,2,2,4,3,4,2,3, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,1,5, ,6,4,4,4,1,2001,3,1,2007,2, , , , , , , , ,1.84567147799733,10134.9856238137
10045,1,31050590901,6,11,1993,4,5,3,3,1,2,1,0,0,4,1,2,3,3,4,13,14,18,19,35,1,24,1,30,1,32,6,6,2, , , ,2, ,1,3,2, ,1,2,4,4,1,2,2, ,3,4,3,4, , , , , , ,2,1,2,7,9000,3,2,70,0,2, ,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,1, ,2,2,3,3,1, , , , , , , , , , , , , , , , , , , , , , , ,4,220,4,1,1,3, ,3, , , ,3, , , ,2, , , , ,7,4,2,4,2,2,1, , , ,2,1,1, ,2,2,2,3,2,1,2,3,1,3,4,2, , ,2,2,2,4,1,3,2,2,4,4,4,3,4,4,3,3,4,4,3,3,4,3,3,1,1, , ,1, ,1, ,1,2017,2, , ,1,2,2,2,3, , , ,2,2,2,3,3,3,3,1,3,6, ,5,6,4,9,3,2013,3,1,2017,2,1,1, ,1,1,3,0,10,1.3012207410335,7145.28758828327
10047,1,31050590901,5,8,1995,4,1,1,3,0,1,3,0,1,6,0,2,2,2,4,12,13,19,20,37,1,24,1,28,1,30,6,6,2, , , ,2, ,1,3,1,3,1,2,4,4,1,2,2, ,3,4,3,4, , , , , , ,2,2,2,7,8350,1,1,50,50,2, ,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,1, ,2,2,1,4,1, , , , , , , , , , , , , , , , , , , , , , , ,5,80,3,1,5,3, ,3, , , ,3, , , ,2, , , , ,7,4,2,3,2,2,1, , , ,4,2,1, ,2,2,3,2,3,2,3,1,2, ,4,2, , ,2,2,3,4,7,2,2,3,4,4,4,3,4,3,3,3,4,4,3,3,2,2,2,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,6, ,4,4,4,9,8,2013,3,2, , ,1,2, ,2,1,2,0,1,2.09223787942918,11488.9356434232
10048,1,31050590901,4,5,1993,2,5,1,1,0,1,0,0,0,1,0,1,1,1,4,10,11,18,19,36,1,25,1,30,3, ,5,7,2, , , ,2, ,1,3,2, ,3,2,3,3,1,1,1,3,2,3,3,3, , , , , , ,2,1,2,6,9000,3,1,100,0,2, ,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,1, ,2,2,5,4,1, , , , , , , , , , , , , , , , , , , , , , , ,5,250,3,1,1,3, ,3, , , ,3, , , ,2, , , , ,7,4,1,3,2,2,2, ,1,8,3,2,1, ,2,2,3,2,3,2,1,2,2, ,4,2, , ,2,2,3,4,1,2,2,2,4,4,4,3,4,4,4,2,2,2,2,2,3,2,3,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,1,3,7, ,4,4,4,1,2,2011,3,2, , ,1,1, ,1,1,2,3,6,1.3012207410335,7145.28758828327
10049,1,31050590901,3,3,1992,10,12,3,1,0,1,2,0,1,3,0,2,2,2,4,12,13,18,19,35,3, ,1,30,1,33,3,2,2, , , ,2, ,1,3,1,3,3,2,4,2,1,2,2, ,2,3,3,4, , , , , , ,2,2,1,8,9000,3,1,50,0,1,1,2,2,2,2,2,2,2,1,2,2,3,1,3,1,3,1, ,2,2,4,4,1, , , , , , , , , , , , , , , , , , , , , , , ,4,220,3,1,1,3, ,3, , , ,3, , , ,1,1,2,2,2,8,4,2,4,2,2,1, , , ,2,1,1, ,2,2,2,3,2,2,3,3,2, ,4,2, , ,2,2,2,4,4,3,2,2,4,4,4,3,4,3,4,4,4,4,2,4,3,4,4,1,1, , ,1, ,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,6, ,5,4,4,9,2,2011,3,1,2013,2,1,1, ,1,1,4,2,4,.882793636081906,4847.6128699743
10052,1,31022550151,0,45,1992,5,11,3,2,0,1,1,0,0,3,0,1,1,1,7,13,14,19,20,29,2, ,3, ,3, ,3,4,2, , , ,2, ,2,3,2, ,3,4,4,4,1,1,2,1,4,3,4,4, , , , , , ,1,2,2,4,9500,3,1,30,50,1,1,9,9,2,2,2,2,2,2,2,4,3,4,3,4,4,1, ,2,2,1,5,3,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , , ,3, , , ,2, , , , ,8,4,3,3,2,2,1, , , ,4,2,1, ,2,2,3,3,2,3,3,2,2, ,4,2, , ,3,4,4,3,7,3,2,2,4,3,3,4,4,3,3,2,2,1,2,2,3,3,3,1,1, , ,2,2,2,3,2, , , , , , , , , , , , , , , , , , , ,1,3,5, ,4,4,4,1,1,2011,3,2, , , , , , , , , , ,1.43134281513685,7859.81634711159
10053,1,31022550151,53,34,1994,10,2,3,2,0,1,2,0,1,4,0,2,2,2,6,11,12,18,19,27,2, ,3, ,2, ,6,6,2, , , ,2, ,2,3,2, ,3,4,4,4,1,2,2, ,4,3,3,3, , , , , , ,2,2,2,3,10000,3,3,40,100,2, ,9,9,2,2,2,2,2,2,2,4,4,5,4,4,4,1, ,3,1,4,2,3,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , , ,3, , , ,2, , , , ,7,3,3,4,2,2,1, , , ,4,2,1, ,2,2,3,3,2,3,2,3,1,4,4,2, , ,3,4,4,3,7,4,2,4,4,5,5,4,4,4,4,2,2,2,1,1,2,2,2,1,1, , ,2,1,2,1,2, , , , , , , , , , , , , , , , , , , ,1,3,6, ,4,4,4,1,1,2013,3,2, , , , , , , , , , ,2.30146166737209,12637.8292077656
10054,1,31022550151,53,34,1992,10,10,3,2,0,1,2,0,1,4,0,2,2,2,6,11,12,19,20,29,3, ,3, ,3, ,5,6,2, , , ,2, ,2,3,2, ,3,4,4,4,1,2,2, ,4,3,4,4, , , , , , ,2,2,2,2,9500,3,3,50,0,2, ,9,9,2,2,2,2,2,2,2,4,5,4,5,4,4,1, ,3,2,4,1,1, , , , , , , , , , , , , , , , , , , , , , , ,3,200,4,2, ,3, ,3, , , ,3, , , ,2, , , , ,6,4,2,4,2,2,1, , , ,4,2,1, ,2,2,3,4,3,4,4,4,1,3,4,2, , ,3,5,3,2,1,4,2,5,4,4,5,4,4,4,4,2,1,2,2,2,4,3,4,1,1, , ,2,2,2,1,2, , , , , , , , , , , , , , , , , , , ,2,3,6, ,6,4,4,9,1,2011,3,1,2015,2,1,1, ,1,1,3,3,0,.971072999690097,5332.37415697173
10055,1,31022550151,19,7,1979,11,10,3,2,0,0,2,0,1,4,0,1,1,1,7,12,13,18,19,27,2, ,3, ,3, ,5,5,1,2, ,2,1,2,2,3,2, ,3,4,3,4,2, , , , , , , , , , , ,5,2,2,2,2,4,9000,3,2,15,0,2, ,2,2,2,2,2,2,2,2,2,2,4,3,3,4,4,2,7,3,2,2,2,3,3,2,2,2,3, , ,5,2,2,1,2,2,2,1,1,1,4,2,3,5,4,9, , , , , ,3, ,3, , , ,3, , , ,1,1,1,2,2,1,4,1,3,2,2,3, ,2, ,4,2,1, ,2,2,3,4,3,4,4,4,2, ,4,2, , ,6,4,5,5,2,4,2,4,4,4,5,4,4,5,5,3,2,2,1,1,3,4,3,1,4, , ,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,1,7, ,4,4,4, , , , , , , , , , , , , , , ,2.46172313190959,13517.8599491526
10056,1,31022550151,8,3,1980,4,5,3,0,0,0,1,0,1,1,0,1,1,1,7,12,13,19,20,27,1,25,1,28,1,30,3,1,2, , , ,2, ,2,3,2, ,3,4,4,4,2, , , , , , , , , , , ,5,2,2,2,2,4,8800,3,2,80,0,2, ,2,2,2,2,2,2,2,2,2,4,3,3,4,3,3,2,3,1,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , ,5,400,4,2, ,3, ,3, , , ,3, , , ,1,1,1,2,2,6,4,2,2,2,2,3, ,1,1,4,2,1, ,2,2,2,4,3,3,4,3,1,5,4,2, , ,3,3,3,1,1,4,2,4,4,4,5,4,4,4,4,3,2,2,1,1,4,4,4,1,1, , ,2,2,2,6,2, , , , , , , , , , , , , , , , , , , ,2,3,7, ,4,4,4, , , , , , , ,2, ,2,1,1,1,10,0,2.46172313190959,13517.8599491526
10057,1,31022550151,39,24,1980,4,5,3,1,0,1,3,0,1,4,0,2,2,2,7,12,13,18,19,26,2, ,2, ,2, ,4,2,1,2, ,1,1,1,2,3,2, ,2,4,4,4,1,2,2, ,4,4,4,4, , , , , , ,2,2,2,2,9200,3,2,40,0,2, ,2,2,2,2,2,2,2,2,2,4,3,3,4,4,3,1, ,3,2,2,3,1, , , , , , , , , , , , , , , , , , , , , , , ,3,300,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,6,4,2,4,2,2,3, ,2, ,4,2,1, ,2,2,3,4,3,3,4,4,2, ,4,2, , ,4,3,5,4,3,4,2,4,4,3,4,4,3,4,4,2,2,2,1,1,4,4,4,1,1, , ,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,1,7, ,6,4,4,9,1,1999,3,1,2005,2,1,1, ,1,1,3,10,4,2.28521014847134,12548.5885642449
10058,1,31022550151,39,24,1980,1,4,3,1,0,1,3,0,1,4,0,2,2,2,7,12,13,19,20,27,2, ,3, ,3, ,3,1,1,2, ,1,1,1,2,3,2, ,3,4,3,4,1,2,2, ,4,3,3,4, , , , , , ,2,2,2,4,9000,3,2,30,0,2, ,2,2,2,2,2,2,2,2,2,4,3,3,4,4,3,1, ,3,1,3,4,1, , , , , , , , , , , , , , , , , , , , , , , ,3,240,3,2, ,3, ,3, , , ,3, , , ,2, , , , ,6,4,2,3,2,2,3, ,2, ,4,2,1, ,2,2,3,4,3,3,4,4,2, ,4,2, , ,4,3,5,4,1,4,2,3,4,4,3,4,4,3,4,2,2,2,1,1,4,4,4,1,1, , ,2,1,2,1,2, , , , , , , , , , , , , , , , , , , ,2,1,7, ,6,4,4,9,1,1999,3,1,2003,2,1,1, ,1,1,2,4,6,2.46172313190959,13517.8599491526
10059,1,31022580221,3,6,1993,1,4,3,3,0,2,1,0,0,4,0,2,2,2,6,12,13,19,20,26,2, ,3, ,3, ,5,2,2, , , ,2, ,2,3,2, ,3,3,4,4,1,2,2, ,4,4,3,3, , , , , , ,2,2,2,2,9100,3,3,45,80,2, ,9,9,2,2,2,2,2,2,2,4,4,4,4,3,3,1, ,2,2,1,2,3,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , , ,3, , , ,2, , , , ,8,4,2,4,2,2,1, , , ,5,2,1, ,2,2,3,4,4,4,4,5,2, ,4,2, , ,5,5,4,2,1,3,2,3,4,4,3,4,3,4,4,4,4,4,3,3,4,3,4,1,1, , ,1, ,2,1,2, , , , , , , , , , , , , , , , , , , ,1,3,6, ,4,4,4,1,2,2012,3,2, , , , , , , , , , ,1.43134281513685,7859.81634711159
10060,1,31022580221,3,6,1994,10,2,3,3,0,2,1,0,0,4,0,2,2,2,6,12,13,20,21,27,2, ,3, ,2, ,4,3,2, , , ,2, ,2,3,2, ,3,4,4,4,1,2,2, ,4,3,4,3, , , , , , ,2,2,2,4,9200,3,3,40,100,2, ,9,9,2,2,2,2,2,2,2,4,4,4,4,3,3,1, ,2,2,2,1,3,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , , ,3, , , ,2, , , , ,8,4,2,4,2,2,1, , , ,5,2,1, ,2,2,3,4,4,4,4,5,2, ,4,2, , ,5,5,4,2,1,3,2,2,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,1,1, , ,1, ,2,2,2, , , , , , , , , , , , , , , , , , , ,1,3,6, ,4,4,4,1,1,2013,3,2, , , , , , , , , , ,2.30146166737209,12637.8292077656
10061,1,31022580221,3,7,1980,4,20,3,2,0,1,1,0,1,3,0,2,2,2,7,12,13,19,20,27,2, ,3, ,3, ,4,4,1,1,1,2,1,1,2,3,2, ,3,4,3,3,1,2,2, ,4,3,4,4, , , , , , ,2,2,2,3,9900,3,2,40,0,2, ,2,2,2,2,2,2,2,2,2,4,3,3,4,3,3,2,6,3,1,4,1,1, , , , , , , , , , , , , , , , , , , , , , , ,4,300,4,2, ,3, ,3, , , ,3, , , ,1,1,1,2,2,8,4,1,4,2,2,3, ,2, ,5,2,1, ,2,2,3,4,4,3,4,4,1,5,4,2, , ,3,4,3,4,3,4,2,4,4,4,4,3,4,4,3,2,1,2,2,2,3,4,3,1,1, , ,2,1,2,2,2, , , , , , , , , , , , , , , , , , , ,1,1,6, ,5,4,4,9,1,1999,3,1,2002,2,1,1, ,1,1,1,5,0,2.28521014847134,12548.5885642449
10062,1,31022580221,3,7,1981,5,30,3,2,0,1,1,0,1,3,0,2,2,2,7,12,13,18,19,26,1,30,1,30,1,31,4,2,1,1,1,2,1,1,2,3,2, ,3,4,4,3,1,2,2, ,4,3,4,4, , , , , , ,2,2,2,4,9000,3,2,25,0,2, ,2,2,2,2,2,2,2,2,2,4,3,3,4,4,4,2,6,3,2,5,1,3,3,2,2,2,3, , ,4,0,2,2,2,2,1,1,1,1,4,1,3,5,4,9, , , , , ,3, ,3, , , ,3, , , ,1,1,1,2,2,6,4,2,4,2,2,3, ,2, ,4,2,1, ,2,2,3,4,3,3,4,3,2, ,4,2, , ,6,3,5,4,1,4,2,4,4,4,4,3,4,4,3,2,1,2,1,1,3,4,4,1,4, , ,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,2,1,5, ,5,4,4,9,1,2000,3,1,2002,2, , , , , , , , ,2.46172313190959,13517.8599491526
10065,1,31011551611,0,21,1994,9,10,3,1,0,1,0,0,0,1,0,1,1,1,6,13,14,19,20,29,1,30,1,34,1,35,2,5,2, , , ,2, ,1,2,2, ,2,3,5,5,2, , , , , , , , , , , ,4,2,2,2,2,4,10000,2,2,90,100,2, ,2,2,2,2,1,2,2,1,2,1,3,1,3,1,3,2,2,2,1,1,7,1, , , , , , , , , , , , , , , , , , , , , , , ,5,250,3,1,5,3, ,3, , , ,3, , , ,1,1,1,1, ,8,3,2,3,2,2,3, ,1,1,4,2,3,4,2,2,3,1,1,4,3,1,1,3,5,2, , ,5,3,3,4,2,2,2,12,4,3,3,4,3,2,3,4,4,4,3,3,3,3,4,1,1, , ,2,2,2,1,2, , , , , , , , , , , , , , , , , , , ,1,3,6, ,4,4,4, , , , , , , ,1,1, ,1,1,2,1,6,2.27090497632666,12470.0357363116
10066,1,31011551611,8,10,1996,11,7,3,2,0,1,2,0,1,4,0,2,2,2,6,12,13,18,19,29,1,26,1,30,1,32,2,6,2, , , ,2, ,1,2,2, ,2,4,5,5,1,2,2, ,4,4,4,5, , , , , , ,2,2,2,6,9500,2,3,65,100,2, ,9,2,2,2,2,2,2,2,2,2,3,1,3,1,3,1, ,3,1,1,4,3,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , , ,3, , , ,2, , , , ,8,4,1,3,2,2,1, , , ,4,2,2,2,2,2,2,4,4,3,4,1,1,4,5,2, , ,5,3,2,4,3,2,2,7,4,3,3,3,2,3,3,3,4,4,2,2,4,3,3,1,1, , ,2,2,1, ,2, , , , , , , , , , , , , , , , , , , ,2,3,8, ,4,6,6,12,4,2015,3,2, , , , , , , , , , ,2.44506412428326,13426.3816959463
